Typeklasse	Hoofdtype	Vegcode	HoofdLogical	Druk	Milieudruk	Rang	Categorie
Kust- en zilte habitats	1310	1310_pol	FALSE	Druk8.1	8.1 Verontreiniging via de lucht	NA	S
Kust- en zilte habitats	1310	1310_pol	FALSE	Druk8.2	8.2 Verontreiniging via de bodem	9	L
Kust- en zilte habitats	1310	1310_pol	FALSE	Druk8.3	8.3 Verontreiniging via het grondwater	9	L
Kust- en zilte habitats	1310	1310_pol	FALSE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	9	L
Kust- en zilte habitats	1310	1310_pol	FALSE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
Kust- en zilte habitats	1310	1310_pol	FALSE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk101	101 Klimaatverandering in droge perioden	7	L
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk102	102 Klimaatverandering in natte perioden	7	L
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk103	103 Klimaatverandering: zeespiegelstijging	7	L
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	6	M
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	2	H
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	7	L
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk14	14 Verlies van aquatische connectiviteit	NA	S
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk15	15 Verlies van terrestrische connectiviteit	7	L
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk3.1	3.1 Eutrofiëring via de lucht	8	L
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk3.2	3.2 Eutrofiëring via de bodem	NA	S
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk3.3	3.3 Eutrofiëring via het grondwater	NA	S
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk3.4	3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)	7	L
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk4.3	4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)	NA	S
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk5.1	5.1 Verdroging via het grondwater	NA	S
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk5.2	5.2 Vernatting via het grondwater	NA	S
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk61	61 Toename overstromingsduur of -frequentie (incl. getijden)	3	H
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk62	62 Afname overstromingsduur of -frequentie (incl. getijden)	5	H
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk63	63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan	1	H
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk64	64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan	7	L
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk65	65  Toename golfslagwerking	4	H
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk66	66  Afname golfslagwerking	NA	S
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk7.1	7.1 Verzoeting via het grondwater	NA	S
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk7.2	7.2 Verzoeting via het oppervlaktewater (incl. overstromingswater)	7	L
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk8.1	8.1 Verontreiniging via de lucht	NA	S
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk8.2	8.2 Verontreiniging via de bodem	NA	S
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk8.3	8.3 Verontreiniging via het grondwater	NA	S
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	7	L
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
Kust- en zilte habitats	1310	1310_zk	FALSE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk101	101 Klimaatverandering in droge perioden	7	L
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk102	102 Klimaatverandering in natte perioden	7	L
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk103	103 Klimaatverandering: zeespiegelstijging	5	M
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	3	H
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	5	M
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk14	14 Verlies van aquatische connectiviteit	4	M
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk15	15 Verlies van terrestrische connectiviteit	6	M
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk3.1	3.1 Eutrofiëring via de lucht	NA	S
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk3.2	3.2 Eutrofiëring via de bodem	NA	S
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk3.3	3.3 Eutrofiëring via het grondwater	NA	S
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk3.4	3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)	7	L
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk4.3	4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)	NA	S
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk5.1	5.1 Verdroging via het grondwater	NA	S
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk5.2	5.2 Vernatting via het grondwater	NA	S
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk61	61 Toename overstromingsduur of -frequentie (incl. getijden)	NA	S
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk62	62 Afname overstromingsduur of -frequentie (incl. getijden)	2	H
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk63	63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan	7	L
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk64	64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan	4	M
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk65	65  Toename golfslagwerking	8	L
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk66	66  Afname golfslagwerking	1	H
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk7.1	7.1 Verzoeting via het grondwater	NA	S
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk7.2	7.2 Verzoeting via het oppervlaktewater (incl. overstromingswater)	7	L
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk8.1	8.1 Verontreiniging via de lucht	NA	S
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk8.2	8.2 Verontreiniging via de bodem	NA	S
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk8.3	8.3 Verontreiniging via het grondwater	NA	S
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	7	L
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
Kust- en zilte habitats	1310	1310_zv	FALSE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
Kust- en zilte habitats	1320	1320	TRUE	Druk101	101 Klimaatverandering in droge perioden	7	L
Kust- en zilte habitats	1320	1320	TRUE	Druk102	102 Klimaatverandering in natte perioden	7	L
Kust- en zilte habitats	1320	1320	TRUE	Druk103	103 Klimaatverandering: zeespiegelstijging	7	L
Kust- en zilte habitats	1320	1320	TRUE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	5	H
Kust- en zilte habitats	1320	1320	TRUE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	2	H
Kust- en zilte habitats	1320	1320	TRUE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Kust- en zilte habitats	1320	1320	TRUE	Druk14	14 Verlies van aquatische connectiviteit	NA	S
Kust- en zilte habitats	1320	1320	TRUE	Druk15	15 Verlies van terrestrische connectiviteit	7	L
Kust- en zilte habitats	1320	1320	TRUE	Druk3.1	3.1 Eutrofiëring via de lucht	8	L
Kust- en zilte habitats	1320	1320	TRUE	Druk3.2	3.2 Eutrofiëring via de bodem	NA	S
Kust- en zilte habitats	1320	1320	TRUE	Druk3.3	3.3 Eutrofiëring via het grondwater	NA	S
Kust- en zilte habitats	1320	1320	TRUE	Druk3.4	3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)	7	L
Kust- en zilte habitats	1320	1320	TRUE	Druk4.3	4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)	NA	S
Kust- en zilte habitats	1320	1320	TRUE	Druk5.1	5.1 Verdroging via het grondwater	NA	S
Kust- en zilte habitats	1320	1320	TRUE	Druk5.2	5.2 Vernatting via het grondwater	NA	S
Kust- en zilte habitats	1320	1320	TRUE	Druk61	61 Toename overstromingsduur of -frequentie (incl. getijden)	6	M
Kust- en zilte habitats	1320	1320	TRUE	Druk62	62 Afname overstromingsduur of -frequentie (incl. getijden)	3	H
Kust- en zilte habitats	1320	1320	TRUE	Druk63	63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan	1	H
Kust- en zilte habitats	1320	1320	TRUE	Druk64	64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan	NA	S
Kust- en zilte habitats	1320	1320	TRUE	Druk65	65  Toename golfslagwerking	4	H
Kust- en zilte habitats	1320	1320	TRUE	Druk66	66  Afname golfslagwerking	NA	S
Kust- en zilte habitats	1320	1320	TRUE	Druk7.1	7.1 Verzoeting via het grondwater	NA	S
Kust- en zilte habitats	1320	1320	TRUE	Druk7.2	7.2 Verzoeting via het oppervlaktewater (incl. overstromingswater)	7	L
Kust- en zilte habitats	1320	1320	TRUE	Druk8.1	8.1 Verontreiniging via de lucht	NA	S
Kust- en zilte habitats	1320	1320	TRUE	Druk8.2	8.2 Verontreiniging via de bodem	NA	S
Kust- en zilte habitats	1320	1320	TRUE	Druk8.3	8.3 Verontreiniging via het grondwater	NA	S
Kust- en zilte habitats	1320	1320	TRUE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	NA	S
Kust- en zilte habitats	1320	1320	TRUE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
Kust- en zilte habitats	1320	1320	TRUE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
Kust- en zilte habitats	1330	1330_da	FALSE	Druk101	101 Klimaatverandering in droge perioden	7	L
Kust- en zilte habitats	1330	1330_da	FALSE	Druk102	102 Klimaatverandering in natte perioden	7	L
Kust- en zilte habitats	1330	1330_da	FALSE	Druk103	103 Klimaatverandering: zeespiegelstijging	7	L
Kust- en zilte habitats	1330	1330_da	FALSE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	4	H
Kust- en zilte habitats	1330	1330_da	FALSE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	2	H
Kust- en zilte habitats	1330	1330_da	FALSE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Kust- en zilte habitats	1330	1330_da	FALSE	Druk14	14 Verlies van aquatische connectiviteit	NA	S
Kust- en zilte habitats	1330	1330_da	FALSE	Druk15	15 Verlies van terrestrische connectiviteit	7	L
Kust- en zilte habitats	1330	1330_da	FALSE	Druk3.1	3.1 Eutrofiëring via de lucht	8	L
Kust- en zilte habitats	1330	1330_da	FALSE	Druk3.2	3.2 Eutrofiëring via de bodem	NA	S
Kust- en zilte habitats	1330	1330_da	FALSE	Druk3.3	3.3 Eutrofiëring via het grondwater	NA	S
Kust- en zilte habitats	1330	1330_da	FALSE	Druk3.4	3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)	7	L
Kust- en zilte habitats	1330	1330_da	FALSE	Druk4.3	4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)	NA	S
Kust- en zilte habitats	1330	1330_da	FALSE	Druk5.1	5.1 Verdroging via het grondwater	7	L
Kust- en zilte habitats	1330	1330_da	FALSE	Druk5.2	5.2 Vernatting via het grondwater	8	L
Kust- en zilte habitats	1330	1330_da	FALSE	Druk61	61 Toename overstromingsduur of -frequentie (incl. getijden)	6	M
Kust- en zilte habitats	1330	1330_da	FALSE	Druk62	62 Afname overstromingsduur of -frequentie (incl. getijden)	3	H
Kust- en zilte habitats	1330	1330_da	FALSE	Druk63	63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan	1	H
Kust- en zilte habitats	1330	1330_da	FALSE	Druk64	64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan	NA	S
Kust- en zilte habitats	1330	1330_da	FALSE	Druk65	65  Toename golfslagwerking	5	M
Kust- en zilte habitats	1330	1330_da	FALSE	Druk66	66  Afname golfslagwerking	NA	S
Kust- en zilte habitats	1330	1330_da	FALSE	Druk7.1	7.1 Verzoeting via het grondwater	NA	S
Kust- en zilte habitats	1330	1330_da	FALSE	Druk7.2	7.2 Verzoeting via het oppervlaktewater (incl. overstromingswater)	7	L
Kust- en zilte habitats	1330	1330_da	FALSE	Druk8.1	8.1 Verontreiniging via de lucht	NA	S
Kust- en zilte habitats	1330	1330_da	FALSE	Druk8.2	8.2 Verontreiniging via de bodem	NA	S
Kust- en zilte habitats	1330	1330_da	FALSE	Druk8.3	8.3 Verontreiniging via het grondwater	NA	S
Kust- en zilte habitats	1330	1330_da	FALSE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	NA	S
Kust- en zilte habitats	1330	1330_da	FALSE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
Kust- en zilte habitats	1330	1330_da	FALSE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
Kust- en zilte habitats	1330	1330_hpr	FALSE	Druk101	101 Klimaatverandering in droge perioden	5	M
Kust- en zilte habitats	1330	1330_hpr	FALSE	Druk102	102 Klimaatverandering in natte perioden	8	L
Kust- en zilte habitats	1330	1330_hpr	FALSE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	1	H
Kust- en zilte habitats	1330	1330_hpr	FALSE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Kust- en zilte habitats	1330	1330_hpr	FALSE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Kust- en zilte habitats	1330	1330_hpr	FALSE	Druk14	14 Verlies van aquatische connectiviteit	8	L
Kust- en zilte habitats	1330	1330_hpr	FALSE	Druk15	15 Verlies van terrestrische connectiviteit	6	M
Kust- en zilte habitats	1330	1330_hpr	FALSE	Druk3.1	3.1 Eutrofiëring via de lucht	7	M
Kust- en zilte habitats	1330	1330_hpr	FALSE	Druk3.2	3.2 Eutrofiëring via de bodem	6	M
Kust- en zilte habitats	1330	1330_hpr	FALSE	Druk3.3	3.3 Eutrofiëring via het grondwater	9	L
Kust- en zilte habitats	1330	1330_hpr	FALSE	Druk3.4	3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)	5	M
Kust- en zilte habitats	1330	1330_hpr	FALSE	Druk4.2	4.2 Verzuring via het grondwater	NA	S
Kust- en zilte habitats	1330	1330_hpr	FALSE	Druk4.3	4.3 Verzuring via het oppervlaktewater (incl. overstromingswater)	NA	S
Kust- en zilte habitats	1330	1330_hpr	FALSE	Druk5.1	5.1 Verdroging via het grondwater	2	H
Kust- en zilte habitats	1330	1330_hpr	FALSE	Druk5.2	5.2 Vernatting via het grondwater	5	M
Kust- en zilte habitats	1330	1330_hpr	FALSE	Druk61	61 Toename overstromingsduur of -frequentie (incl. getijden)	5	M
Kust- en zilte habitats	1330	1330_hpr	FALSE	Druk62	62 Afname overstromingsduur of -frequentie (incl. getijden)	4	H
Kust- en zilte habitats	1330	1330_hpr	FALSE	Druk7.1	7.1 Verzoeting via het grondwater	3	H
Kust- en zilte habitats	1330	1330_hpr	FALSE	Druk7.2	7.2 Verzoeting via het oppervlaktewater (incl. overstromingswater)	2	H
Kust- en zilte habitats	1330	1330_hpr	FALSE	Druk8.1	8.1 Verontreiniging via de lucht	NA	S
Kust- en zilte habitats	1330	1330_hpr	FALSE	Druk8.2	8.2 Verontreiniging via de bodem	8	L
Kust- en zilte habitats	1330	1330_hpr	FALSE	Druk8.3	8.3 Verontreiniging via het grondwater	8	L
Kust- en zilte habitats	1330	1330_hpr	FALSE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	8	L
Kust- en zilte habitats	1330	1330_hpr	FALSE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
Kust- en zilte habitats	1330	1330_hpr	FALSE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
Kustduinen	2110	2110	TRUE	Druk103	103 Klimaatverandering: zeespiegelstijging	3	M
Kustduinen	2110	2110	TRUE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	2	H
Kustduinen	2110	2110	TRUE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	1	H
Kustduinen	2110	2110	TRUE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	NA	S
Kustduinen	2110	2110	TRUE	Druk14	14 Verlies van aquatische connectiviteit	NA	S
Kustduinen	2110	2110	TRUE	Druk15	15 Verlies van terrestrische connectiviteit	NA	S
Kustduinen	2110	2110	TRUE	Druk3.1	3.1 Eutrofiëring via de lucht	NA	S
Kustduinen	2110	2110	TRUE	Druk3.2	3.2 Eutrofiëring via de bodem	NA	S
Kustduinen	2110	2110	TRUE	Druk3.3	3.3 Eutrofiëring via het grondwater	NA	S
Kustduinen	2110	2110	TRUE	Druk3.4	3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)	NA	S
Kustduinen	2110	2110	TRUE	Druk5.2	5.2 Vernatting via het grondwater	NA	S
Kustduinen	2110	2110	TRUE	Druk61	61 Toename overstromingsduur of -frequentie (incl. getijden)	NA	S
Kustduinen	2110	2110	TRUE	Druk62	62 Afname overstromingsduur of -frequentie (incl. getijden)	NA	S
Kustduinen	2110	2110	TRUE	Druk63	63 Toename van stroomsnelheid, waterpeil en/of de fluctuatie ervan	NA	S
Kustduinen	2110	2110	TRUE	Druk64	64 Afname van stroomsnelheid, waterpeil en/of de fluctuatie ervan	NA	S
Kustduinen	2110	2110	TRUE	Druk65	65  Toename golfslagwerking	NA	S
Kustduinen	2110	2110	TRUE	Druk66	66  Afname golfslagwerking	NA	S
Kustduinen	2110	2110	TRUE	Druk7.1	7.1 Verzoeting via het grondwater	NA	S
Kustduinen	2110	2110	TRUE	Druk7.2	7.2 Verzoeting via het oppervlaktewater (incl. overstromingswater)	NA	S
Kustduinen	2110	2110	TRUE	Druk8.1	8.1 Verontreiniging via de lucht	NA	S
Kustduinen	2110	2110	TRUE	Druk8.2	8.2 Verontreiniging via de bodem	NA	S
Kustduinen	2110	2110	TRUE	Druk8.3	8.3 Verontreiniging via het grondwater	NA	S
Kustduinen	2110	2110	TRUE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	NA	S
Kustduinen	2110	2110	TRUE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
Kustduinen	2110	2110	TRUE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
Kustduinen	2120	2120	TRUE	Druk102	102 Klimaatverandering in natte perioden	2	H
Kustduinen	2120	2120	TRUE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	4	H
Kustduinen	2120	2120	TRUE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	6	M
Kustduinen	2120	2120	TRUE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	1	H
Kustduinen	2120	2120	TRUE	Druk14	14 Verlies van aquatische connectiviteit	NA	S
Kustduinen	2120	2120	TRUE	Druk15	15 Verlies van terrestrische connectiviteit	3	H
Kustduinen	2120	2120	TRUE	Druk3.1	3.1 Eutrofiëring via de lucht	5	M
Kustduinen	2120	2120	TRUE	Druk3.2	3.2 Eutrofiëring via de bodem	NA	S
Kustduinen	2120	2120	TRUE	Druk3.4	3.4 Eutrofiëring via het oppervlaktewater (incl. overstromingswater en afspoeling)	NA	S
Kustduinen	2120	2120	TRUE	Druk5.2	5.2 Vernatting via het grondwater	NA	S
Kustduinen	2120	2120	TRUE	Druk61	61 Toename overstromingsduur of -frequentie (incl. getijden)	NA	S
Kustduinen	2120	2120	TRUE	Druk7.4	7.4 Verzilting via het oppervlaktewater (incl. overstromingswater)	NA	S
Kustduinen	2120	2120	TRUE	Druk8.1	8.1 Verontreiniging via de lucht	7	L
Kustduinen	2120	2120	TRUE	Druk8.2	8.2 Verontreiniging via de bodem	NA	S
Kustduinen	2120	2120	TRUE	Druk8.4	8.4 Verontreiniging via het oppervlaktewater (incl. overstromingswater)	NA	S
Kustduinen	2120	2120	TRUE	Druk8.5	8.5 Thermische verontreiniging: toename temperatuur oppervlaktewater	NA	P
Kustduinen	2120	2120	TRUE	Druk9.3	9.3 Beweging en andere visuele verstoring	NA	S
Kustduinen	2130	2130_had	FALSE	Druk102	102 Klimaatverandering in natte perioden	5	M
Kustduinen	2130	2130_had	FALSE	Druk11	11 Aanpassing van de fysische structuur naar een blijvende nieuwe toestand (bodemcompactie, verharding, herprofilering, nieuw substraat, grondverzet, ...)	5	M
Kustduinen	2130	2130_had	FALSE	Druk12	12 Toename bodemdynamiek (erosie, omwoeling, verstuiving)	5	M
Kustduinen	2130	2130_had	FALSE	Druk13	13 Afname bodemdynamiek (erosie, omwoeling, verstuiving)	4	H
Kustduinen	2130	2130_had	FALSE	Druk14	14 Verlies van aquatische connectiviteit	NA	S
